gid;cdate;mdate;perimeter_id;datedebut;datefin;valuecentrale;valuebatpublic;valueborneve;valuepv;valueep
4465;2022-08-15T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T09:30:00+02:00;2022-08-15T10:00:00+02:00;1828978;39333;2181;5789;0
4468;2022-08-15T11:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T11:30:00+02:00;2022-08-15T12:00:00+02:00;2002836;37000;528;11545;0
4470;2022-08-15T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T13:30:00+02:00;2022-08-15T14:00:00+02:00;2224796;40667;530;12969;0
4473;2022-08-15T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T16:00:00+02:00;2022-08-15T16:30:00+02:00;1902011;38333;534;32155;0
4475;2022-08-15T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T18:30:00+02:00;2022-08-15T19:00:00+02:00;2051961;30333;15640;17836;0
4481;2022-08-16T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T01:30:00+02:00;2022-08-16T02:00:00+02:00;0;28667;528;0;91766
4482;2022-08-16T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T03:30:00+02:00;2022-08-16T04:00:00+02:00;0;29333;588;0;91359
4484;2022-08-16T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T06:00:00+02:00;2022-08-16T06:30:00+02:00;1666637;32667;533;0;90455
4486;2022-08-16T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T07:00:00+02:00;2022-08-16T07:30:00+02:00;1683089;44667;531;0;11284
4489;2022-08-16T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T09:00:00+02:00;2022-08-16T09:30:00+02:00;2068862;46000;9115;3032;0
4490;2022-08-16T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T10:00:00+02:00;2022-08-16T10:30:00+02:00;2212730;45667;10305;4721;0
4492;2022-08-16T11:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T11:30:00+02:00;2022-08-16T12:00:00+02:00;2258529;51667;28691;6561;0
4494;2022-08-16T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T15:00:00+02:00;2022-08-16T15:30:00+02:00;2227853;49333;29517;28725;0
4497;2022-08-16T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T18:00:00+02:00;2022-08-16T18:30:00+02:00;2149002;33000;6660;21596;0
4498;2022-08-16T22:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T22:00:00+02:00;2022-08-16T22:30:00+02:00;2316514;31667;15771;0;109905
4500;2022-08-16T23:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-16T23:00:00+02:00;2022-08-16T23:30:00+02:00;0;31000;542;0;105697
4502;2022-08-17T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-17T01:30:00+02:00;2022-08-17T02:00:00+02:00;0;28000;531;0;91741
4504;2022-08-17T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-17T05:00:00+02:00;2022-08-17T05:30:00+02:00;1574922;33000;531;0;91031
4508;2022-08-17T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-17T09:00:00+02:00;2022-08-17T09:30:00+02:00;1920486;40667;5820;3413;0
4509;2022-08-17T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-17T09:30:00+02:00;2022-08-17T10:00:00+02:00;1987424;45000;5838;4413;0
4511;2022-08-17T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-17T12:30:00+02:00;2022-08-17T13:00:00+02:00;2396079;47667;37847;15720;0
4513;2022-08-17T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-17T13:30:00+02:00;2022-08-17T14:00:00+02:00;2323845;43333;10436;13661;0
4514;2022-08-17T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-17T14:30:00+02:00;2022-08-17T15:00:00+02:00;2247306;44000;10471;5485;0
4523;2022-08-18T02:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T02:30:00+02:00;2022-08-18T03:00:00+02:00;0;32333;526;0;91826
4525;2022-08-18T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T05:00:00+02:00;2022-08-18T05:30:00+02:00;1512950;33667;532;0;91724
4527;2022-08-18T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T08:00:00+02:00;2022-08-18T08:30:00+02:00;1741371;44667;15462;1333;0
4528;2022-08-18T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T08:30:00+02:00;2022-08-18T09:00:00+02:00;1859813;38667;7731;2667;0
4534;2022-08-18T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T13:30:00+02:00;2022-08-18T14:00:00+02:00;2402668;44667;4045;19217;0
4535;2022-08-18T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T14:00:00+02:00;2022-08-18T14:30:00+02:00;2261221;43000;18300;24053;0
4542;2022-08-18T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T20:00:00+02:00;2022-08-18T20:30:00+02:00;2157274;31667;26312;1667;0
4543;2022-08-18T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T21:00:00+02:00;2022-08-18T21:30:00+02:00;2151958;34000;11535;0;39307
4545;2022-08-18T23:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-18T23:00:00+02:00;2022-08-18T23:30:00+02:00;0;34000;532;0;90937
4547;2022-08-19T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T02:00:00+02:00;2022-08-19T02:30:00+02:00;0;29667;529;0;79271
4548;2022-08-19T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T03:00:00+02:00;2022-08-19T03:30:00+02:00;0;32000;533;0;79343
4550;2022-08-19T04:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T04:30:00+02:00;2022-08-19T05:00:00+02:00;0;36667;530;0;79496
4551;2022-08-19T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T05:00:00+02:00;2022-08-19T05:30:00+02:00;1505940;33667;531;0;79477
4555;2022-08-19T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T09:30:00+02:00;2022-08-19T10:00:00+02:00;1924001;46000;1317;6188;0
4560;2022-08-19T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T14:00:00+02:00;2022-08-19T14:30:00+02:00;2213869;48667;25282;16611;0
4561;2022-08-19T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T17:00:00+02:00;2022-08-19T17:30:00+02:00;2028481;38000;24729;7265;0
4562;2022-08-19T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T17:30:00+02:00;2022-08-19T18:00:00+02:00;1982467;39000;7397;8827;0
4563;2022-08-19T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T18:30:00+02:00;2022-08-19T19:00:00+02:00;2111484;37667;25141;16192;0
4567;2022-08-19T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T20:30:00+02:00;2022-08-19T21:00:00+02:00;2076254;30667;2718;667;0
4568;2022-08-19T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-19T21:30:00+02:00;2022-08-19T22:00:00+02:00;2206283;33333;4452;0;82775
4571;2022-08-20T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-20T00:00:00+02:00;2022-08-20T00:30:00+02:00;0;33333;1513;0;85461
4572;2022-08-20T00:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-20T00:30:00+02:00;2022-08-20T01:00:00+02:00;0;32667;533;0;84873
4575;2022-08-20T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-20T02:00:00+02:00;2022-08-20T02:30:00+02:00;0;32000;527;0;77826
4577;2022-08-20T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-20T04:00:00+02:00;2022-08-20T04:30:00+02:00;0;32000;531;0;78095
4580;2022-08-20T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-20T08:00:00+02:00;2022-08-20T08:30:00+02:00;1486981;30333;21599;333;0
4581;2022-08-20T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-20T10:30:00+02:00;2022-08-20T11:00:00+02:00;1858970;33333;527;6181;0
4585;2022-08-21T00:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T00:30:00+02:00;2022-08-21T01:00:00+02:00;0;33000;539;0;84856
4586;2022-08-21T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T03:30:00+02:00;2022-08-21T04:00:00+02:00;0;30667;535;0;77878
4588;2022-08-21T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T05:30:00+02:00;2022-08-21T06:00:00+02:00;1458411;31000;529;0;78039
4589;2022-08-21T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T07:00:00+02:00;2022-08-21T07:30:00+02:00;1445921;31000;534;0;16432
4590;2022-08-21T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T09:00:00+02:00;2022-08-21T09:30:00+02:00;1610962;32333;15265;4056;0
4592;2022-08-21T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T10:00:00+02:00;2022-08-21T10:30:00+02:00;1736695;32000;6014;8779;0
4595;2022-08-21T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T13:30:00+02:00;2022-08-21T14:00:00+02:00;2185221;34667;541;17615;0
4599;2022-08-21T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T20:30:00+02:00;2022-08-21T21:00:00+02:00;2245490;32333;13588;0;0
4600;2022-08-21T23:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-21T23:00:00+02:00;2022-08-21T23:30:00+02:00;0;35000;531;0;89366
4603;2022-08-22T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-22T04:00:00+02:00;2022-08-22T04:30:00+02:00;0;32000;529;0;77677
4606;2022-08-22T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-22T07:00:00+02:00;2022-08-22T07:30:00+02:00;1546286;35667;529;0;17215
4610;2022-08-22T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-22T10:00:00+02:00;2022-08-22T10:30:00+02:00;2005964;58000;533;6617;0
4611;2022-08-22T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-22T10:30:00+02:00;2022-08-22T11:00:00+02:00;2138254;48667;534;5573;0
4615;2022-08-22T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-22T15:00:00+02:00;2022-08-22T15:30:00+02:00;2111103;57333;540;21568;0
4616;2022-08-22T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-22T16:00:00+02:00;2022-08-22T16:30:00+02:00;2056450;58000;538;16285;0
4624;2022-08-22T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-22T23:30:00+02:00;2022-08-23T00:00:00+02:00;0;32667;542;0;86343
4627;2022-08-23T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-23T03:30:00+02:00;2022-08-23T04:00:00+02:00;0;31333;530;0;77798
4629;2022-08-23T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-23T05:00:00+02:00;2022-08-23T05:30:00+02:00;1461489;34000;531;0;77400
4632;2022-08-23T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-23T09:30:00+02:00;2022-08-23T10:00:00+02:00;2006073;46000;582;5041;0
4636;2022-08-23T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-23T14:30:00+02:00;2022-08-23T15:00:00+02:00;2209679;56333;11100;16691;0
4637;2022-08-23T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-23T16:00:00+02:00;2022-08-23T16:30:00+02:00;2053054;51333;5957;31940;0
4639;2022-08-23T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-23T18:30:00+02:00;2022-08-23T19:00:00+02:00;2239502;34667;23424;15621;0
4648;2022-08-24T02:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-24T02:30:00+02:00;2022-08-24T03:00:00+02:00;0;32667;529;0;90183
4650;2022-08-24T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-24T04:00:00+02:00;2022-08-24T04:30:00+02:00;0;33000;533;0;90299
4660;2022-08-24T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-24T16:00:00+02:00;2022-08-24T16:30:00+02:00;2269246;54667;553;30043;0
4662;2022-08-24T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-24T19:00:00+02:00;2022-08-24T19:30:00+02:00;2423332;42333;8181;6496;0
4664;2022-08-24T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-24T21:00:00+02:00;2022-08-24T21:30:00+02:00;2450573;35667;547;0;68622
4669;2022-08-25T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-25T02:00:00+02:00;2022-08-25T02:30:00+02:00;0;34333;527;0;90481
4672;2022-08-25T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-25T05:00:00+02:00;2022-08-25T05:30:00+02:00;1584620;40000;529;0;90140
4679;2022-08-25T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-25T10:30:00+02:00;2022-08-25T11:00:00+02:00;2233347;58000;529;6512;0
4680;2022-08-25T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-25T12:30:00+02:00;2022-08-25T13:00:00+02:00;2499059;55667;11251;7419;0
4686;2022-08-25T22:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-25T22:00:00+02:00;2022-08-25T22:30:00+02:00;2149938;36333;533;0;108889
4687;2022-08-25T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-25T22:30:00+02:00;2022-08-25T23:00:00+02:00;2391776;35000;527;0;108581
4689;2022-08-26T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T02:00:00+02:00;2022-08-26T02:30:00+02:00;0;34000;532;0;90439
4690;2022-08-26T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T04:00:00+02:00;2022-08-26T04:30:00+02:00;0;32000;531;0;90366
4695;2022-08-26T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T10:00:00+02:00;2022-08-26T10:30:00+02:00;2059049;64667;3811;0;0
4697;2022-08-26T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T13:00:00+02:00;2022-08-26T13:30:00+02:00;2059049;58000;18246;0;0
4698;2022-08-26T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T13:30:00+02:00;2022-08-26T14:00:00+02:00;2059049;60667;7789;0;0
4700;2022-08-26T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T16:30:00+02:00;2022-08-26T17:00:00+02:00;2059049;54000;19285;0;0
4702;2022-08-26T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T19:00:00+02:00;2022-08-26T19:30:00+02:00;2059049;35000;24483;0;0
4705;2022-08-26T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-26T22:30:00+02:00;2022-08-26T23:00:00+02:00;2059049;34333;33447;0;108815
4709;2022-08-27T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-27T05:00:00+02:00;2022-08-27T05:30:00+02:00;1553353;33667;531;0;90473
4713;2022-08-27T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-27T08:30:00+02:00;2022-08-27T09:00:00+02:00;1705079;35000;529;0;0
4716;2022-08-27T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-27T11:00:00+02:00;2022-08-27T11:30:00+02:00;2101839;35000;534;0;0
4718;2022-08-27T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-27T12:00:00+02:00;2022-08-27T12:30:00+02:00;2189528;36000;531;0;0
4719;2022-08-27T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-27T12:30:00+02:00;2022-08-27T13:00:00+02:00;2319315;34000;529;0;0
4721;2022-08-27T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-27T15:00:00+02:00;2022-08-27T15:30:00+02:00;2173216;35000;539;0;0
4733;2022-08-28T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T05:30:00+02:00;2022-08-28T06:00:00+02:00;1471174;34000;526;0;90677
4734;2022-08-28T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T06:00:00+02:00;2022-08-28T06:30:00+02:00;1497068;32667;527;0;91133
4735;2022-08-28T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T07:00:00+02:00;2022-08-28T07:30:00+02:00;1459320;33333;14592;0;28599
4736;2022-08-28T07:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T07:30:00+02:00;2022-08-28T08:00:00+02:00;1486942;34000;14105;0;549
4742;2022-08-28T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T13:00:00+02:00;2022-08-28T13:30:00+02:00;2239997;36333;18326;0;0
4745;2022-08-28T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T16:30:00+02:00;2022-08-28T17:00:00+02:00;2049018;37667;10192;0;0
4746;2022-08-28T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T17:30:00+02:00;2022-08-28T18:00:00+02:00;2077284;40333;5391;0;0
4747;2022-08-28T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T18:00:00+02:00;2022-08-28T18:30:00+02:00;2152689;36333;17279;0;0
4749;2022-08-28T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T20:30:00+02:00;2022-08-28T21:00:00+02:00;2462278;33667;543;0;16652
4753;2022-08-28T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-28T23:30:00+02:00;2022-08-29T00:00:00+02:00;0;36000;9595;0;100550
4754;2022-08-29T00:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T00:30:00+02:00;2022-08-29T01:00:00+02:00;0;36333;9501;0;99211
4755;2022-08-29T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T01:30:00+02:00;2022-08-29T02:00:00+02:00;0;33333;9537;0;91184
4757;2022-08-29T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T05:00:00+02:00;2022-08-29T05:30:00+02:00;1728286;35000;9543;0;90385
4758;2022-08-29T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T05:30:00+02:00;2022-08-29T06:00:00+02:00;1746569;38000;9517;0;90263
4760;2022-08-29T07:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T07:30:00+02:00;2022-08-29T08:00:00+02:00;1964148;63667;1112;0;739
4763;2022-08-29T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T12:00:00+02:00;2022-08-29T12:30:00+02:00;2556893;67000;1126;0;0
4767;2022-08-29T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T14:00:00+02:00;2022-08-29T14:30:00+02:00;2695556;62667;537;0;0
4771;2022-08-29T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T18:30:00+02:00;2022-08-29T19:00:00+02:00;2459813;37333;23040;0;0
4772;2022-08-29T19:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-29T19:30:00+02:00;2022-08-29T20:00:00+02:00;2607183;37000;14689;0;0
4775;2022-08-30T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-30T03:30:00+02:00;2022-08-30T04:00:00+02:00;0;35667;527;0;90760
4777;2022-08-30T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-30T05:30:00+02:00;2022-08-30T06:00:00+02:00;1671314;34333;525;0;90692
4779;2022-08-30T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-30T06:30:00+02:00;2022-08-30T07:00:00+02:00;1791689;41667;531;0;87635
4780;2022-08-30T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-30T08:00:00+02:00;2022-08-30T08:30:00+02:00;2011336;41667;533;0;0
4784;2022-08-30T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-30T11:00:00+02:00;2022-08-30T11:30:00+02:00;2508955;59667;5761;0;0
4791;2022-08-30T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-30T18:00:00+02:00;2022-08-30T18:30:00+02:00;2354036;42000;9518;0;0
4797;2022-08-31T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-31T02:00:00+02:00;2022-08-31T02:30:00+02:00;0;34000;9516;0;90558
4803;2022-08-31T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-31T13:00:00+02:00;2022-08-31T13:30:00+02:00;2880567;51667;34335;0;0
4811;2022-08-31T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-31T19:00:00+02:00;2022-08-31T19:30:00+02:00;2812958;37667;11870;0;0
4816;2022-09-01T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T02:00:00+02:00;2022-09-01T02:30:00+02:00;0;36333;530;0;92402
4820;2022-09-01T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T05:00:00+02:00;2022-09-01T05:30:00+02:00;1901688;40667;529;0;92376
4821;2022-09-01T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T06:30:00+02:00;2022-09-01T07:00:00+02:00;2000336;51000;529;0;91227
4824;2022-09-01T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T11:00:00+02:00;2022-09-01T11:30:00+02:00;2752580;82000;22985;0;0
4825;2022-09-01T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T12:00:00+02:00;2022-09-01T12:30:00+02:00;2947183;77333;36515;0;0
4826;2022-09-01T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T13:00:00+02:00;2022-09-01T13:30:00+02:00;3005311;82333;20225;0;0
4827;2022-09-01T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T14:30:00+02:00;2022-09-01T15:00:00+02:00;2859022;65333;536;0;0
4828;2022-09-01T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T15:00:00+02:00;2022-09-01T15:30:00+02:00;2822523;68667;539;0;0
4835;2022-09-01T23:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-01T23:00:00+02:00;2022-09-01T23:30:00+02:00;0;39000;527;0;105102
4837;2022-09-02T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-02T00:00:00+02:00;2022-09-02T00:30:00+02:00;0;37000;528;0;101251
4855;2022-09-02T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-02T18:30:00+02:00;2022-09-02T19:00:00+02:00;2513427;38000;32393;0;0
4856;2022-09-02T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-02T19:00:00+02:00;2022-09-02T19:30:00+02:00;2546702;38000;21283;0;0
4857;2022-09-02T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-02T21:30:00+02:00;2022-09-02T22:00:00+02:00;2519443;38000;529;0;110555
4858;2022-09-02T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-02T23:30:00+02:00;2022-09-03T00:00:00+02:00;0;36000;531;0;102091
4859;2022-09-03T01:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-03T01:00:00+02:00;2022-09-03T01:30:00+02:00;0;34667;531;0;96046
4861;2022-09-03T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-03T03:00:00+02:00;2022-09-03T03:30:00+02:00;0;33000;529;0;92486
4863;2022-09-03T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-03T08:30:00+02:00;2022-09-03T09:00:00+02:00;1822570;37333;525;0;0
4864;2022-09-03T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-03T09:30:00+02:00;2022-09-03T10:00:00+02:00;2043895;34667;4515;0;0
4865;2022-09-03T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-03T12:00:00+02:00;2022-09-03T12:30:00+02:00;2462582;36000;33600;0;0
4870;2022-09-03T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-03T20:30:00+02:00;2022-09-03T21:00:00+02:00;2426269;38333;10557;0;44495
